Rank,Car No,School,Team,Overall Event,Overall Dynamic,Overall Static,Cost,Design,Sales Presentation,Acceleration,Land Manuverability,Hill Climb,Rock Crawl,Endurance,Tech Penalty,Event Penalty
50,58,Binghamton Univ,Binghamton Motorsports,258.20,80.24,85.11,45.11,30.00,10.00,14.21,0.00,40.21,25.82,92.86,0.00,True,True,True, 
51,39,Central Michigan Univ,Chippewa Performance,257.56,45.93,133.06,78.06,40.00,15.00,25.78,0.00,16.46,3.69,78.57,0.00,True,True,True, 
52,74,Syracuse Univ,Cuse Baja,256.14,96.14,60.00,15.00,30.00,15.00,0.00,35.60,34.72,25.82,100.00,0.00,True,True,True, 
53,17,Univ of Wisconsin - Platteville,Pioneer Racing,220.25,29.86,183.24,81.58,40.00,61.66,20.22,0.00,5.95,3.69,7.14,0.00,True,True,True, 
54,83,Penn State Univ - Altoona,Penn State Altoona Motorsports,219.44,23.58,53.00,8.00,30.00,15.00,10.92,0.00,5.28,7.38,142.86,0.00,True,True,True, 
55,79,Shippensburg University,SHIP BAJA,218.68,13.70,62.13,31.13,30.00,1.00,0.00,0.00,6.32,7.38,142.86,0.00,True,True,True, 
56,120,Lawrence Technological Univ,2024 LTU Baja,199.25,136.97,62.28,8.00,0.00,54.28,31.76,53.21,48.31,3.69,0.00,0.00,True,True,True, 
57,86,UQTR Drummondville,RÉID Racing,188.69,55.41,83.28,38.28,40.00,5.00,12.81,0.00,38.91,3.69,50.00,0.00,True,True,True, 
58,111,Louisiana Tech Univ,Louisiana Tech,152.58,76.87,40.00,10.00,30.00,0.00,49.41,0.00,20.08,7.38,35.71,0.00,True,True,True, 
59,60,Western Michigan Univ,Bronco Baja Racing,140.21,21.41,118.80,29.46,40.00,49.34,21.41,0.00,0.00,0.00,0.00,0.00,True,True,True, 
60,27,Northern Michigan Univ,Wildcat Racing,124.61,31.58,64.46,29.46,30.00,5.00,31.58,0.00,0.00,0.00,28.57,0.00,True,True,True, 
61,91,Univ of Illinois - Chicago,SAE @ UIC,96.40,0.00,96.40,11.00,30.00,55.40,0.00,0.00,0.00,0.00,0.00,0.00,True,False,True, 
62,47,Youngstown State Univ,Penguin Baja Racing,89.00,0.00,89.00,19.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,True, 
63,35,Taibah University,Taibah University Baja team - 2024,81.63,0.00,81.63,36.63,40.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,True,False,True, 
64,51,Milwaukee School of Engrg,MSOE BAJA,77.82,29.39,27.00,12.00,0.00,15.00,26.34,0.00,3.05,0.00,21.43,0.00,True,True,True, 
65,73,Olin College of Engineering,Olin Baja,73.57,0.00,45.00,0.00,30.00,15.00,0.00,0.00,0.00,0.00,28.57,0.00,True,True,False, 
66,110,ITESM - Queretaro,Exergia Racing Team,73.45,0.00,73.45,18.00,0.00,55.45,0.00,0.00,0.00,0.00,0.00,0.00,False,False,True, 
68,117,New Jersey Institute of Technology,Highlander racing,72.04,0.00,72.04,12.00,0.00,60.04,0.00,0.00,0.00,0.00,0.00,0.00,False,False,True, 
69,26,Union Univ,Bulldog Baja,71.23,0.00,71.23,7.00,0.00,64.23,0.00,0.00,0.00,0.00,0.00,0.00,False,False,True, 
70,94,George Washington Univ,GW Baja,66.64,0.00,66.64,13.00,0.00,53.64,0.00,0.00,0.00,0.00,0.00,0.00,False,False,True, 
71,28,Wichita State Univ,Shocker Racing Baja SAE,63.17,0.00,63.17,6.00,0.00,57.17,0.00,0.00,0.00,0.00,0.00,0.00,False,False,True, 
